L-BFGS_400	1.409398e-04	7.477867e-08	3.202212e-06	2.028797e-05
L-BFGS_500	1.115461e-04	2.544352e-08	2.172083e-06	1.745619e-05
L-BFGS_600	9.905889e-05	2.522226e-08	1.676584e-06	1.595416e-05
L-BFGS_700	7.606274e-05	5.310024e-08	1.091631e-06	1.196728e-05
L-BFGS_800	6.840267e-05	3.576490e-08	1.227581e-06	1.051007e-05
L-BFGS_900	5.903899e-05	1.760149e-08	1.157535e-06	9.140696e-06
L-BFGS_0	2.534067e-03	1.980925e-06	4.824175e-05	3.707114e-04
L-BFGS_100	1.414341e-03	1.433533e-06	3.926417e-05	1.756691e-04
L-BFGS_200	1.038332e-03	6.976073e-07	1.865997e-05	1.563943e-04
L-BFGS_300	6.413166e-04	4.946739e-07	7.316258e-06	1.037373e-04
L-BFGS_400	5.171617e-04	2.527397e-07	8.112635e-06	8.215228e-05
L-BFGS_500	4.416881e-04	1.556913e-07	5.877461e-06	7.346886e-05
L-BFGS_600	3.851155e-04	1.797499e-07	3.480746e-06	6.646661e-05
L-BFGS_700	3.069111e-04	8.075956e-08	2.787976e-06	5.419108e-05
L-BFGS_800	2.618221e-04	3.710547e-08	2.191398e-06	4.723951e-05
L-BFGS_900	2.415792e-04	3.649577e-08	2.307603e-06	4.297071e-05
L-BFGS_1000	2.091209e-04	2.267050e-08	1.940727e-06	3.748931e-05
L-BFGS_1100	1.909248e-04	4.058592e-08	1.578371e-06	3.421650e-05
L-BFGS_1200	1.718732e-04	4.491298e-08	9.927381e-07	3.149090e-05
L-BFGS_1300	1.496673e-04	4.857853e-08	7.807319e-07	2.740043e-05
L-BFGS_1400	1.220242e-04	5.859535e-08	5.660872e-07	2.210076e-05
L-BFGS_1500	1.100484e-04	7.582272e-08	7.924523e-07	1.890833e-05
L-BFGS_1600	9.660683e-05	4.751439e-08	8.662644e-07	1.663855e-05
L-BFGS_1700	8.331529e-05	4.865492e-08	4.890948e-07	1.471177e-05
L-BFGS_1800	7.636535e-05	5.027880e-08	3.691410e-07	1.352921e-05
L-BFGS_1900	7.128804e-05	5.082908e-08	3.716211e-07	1.249779e-05
L-BFGS_2000	6.343664e-05	4.974954e-08	2.046045e-07	1.128313e-05
L-BFGS_2100	5.903676e-05	4.398647e-08	1.611940e-07	1.060523e-05
L-BFGS_2200	5.322438e-05	2.586514e-08	1.200463e-07	9.887480e-06
